,index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
0,1,1,1.0,3.3105,51.906898654678294,14360.7379571261,35587.1622693546,23.898076313514,65.0858663694412,14493.4433552748,29073.9379296004,4810.72817562711,6112.65928094307,-3.21646869979979,-1.5468875452529498
1,2,2,0.999333333333333,3.3105,50.4636485573925,16590.626766988302,35587.1622693544,27.7393199941274,65.085866369441,15959.7016102547,29073.9379296006,4821.79406327632,6112.6592809430895,-3.04194970265867,-1.54688754525294
2,3,3,0.998666666666667,3.32341,46.767599922311796,18820.5155768505,35587.1622693544,31.580563674740702,65.085866369441,17425.9598652346,29073.9379296006,4832.85995092553,6112.6592809430895,-2.86743070551756,-1.54688754525294
3,4,4,0.998,3.3366,103.67927371764,21042.0061828502,35587.1622693544,34.9404083984517,65.085866369441,18896.7844843323,29073.9379296006,4857.27327084971,6112.6592809430895,-2.7160524627025198,-1.54688754525294
4,5,5,0.997333333333333,3.3499199999999996,77.8772914522094,23263.4967888499,35587.1622693544,38.3002531221626,65.085866369441,20367.60910343,29073.9379296006,4881.68659077389,6112.6592809430895,-2.56467421988749,-1.54688754525294
5,6,6,0.996666666666667,3.36257,58.213432510044,25616.2770674423,35587.1622693544,41.5997586582085,65.085866369441,21910.063231494198,29073.9379296006,4908.3139485902,6112.6592809430895,-2.42095808092771,-1.54688754525294
6,7,7,0.996,3.37615,39.8182091402909,27969.0573460346,35587.1622693544,44.89926419425429,65.085866369441,23452.5173595585,29073.9379296006,4934.94130640651,6112.6592809430895,-2.2772419419679304,-1.54688754525294
7,8,8,0.995333333333333,3.38902,16.0763089206406,29966.699250342597,35587.1622693544,48.2088389470079,65.085866369441,24874.246189460402,29073.9379296006,4953.18193612224,6112.6592809430895,-2.1354252965043,-1.54688754525294
8,9,9,0.994666666666667,3.40131,-9.27029116506724,31964.3411546506,35587.1622693544,51.5184136997614,65.085866369441,26295.9750193623,29073.9379296006,4971.422565837971,6112.6592809430895,-1.9936086510406799,-1.54688754525294
9,10,10,0.9940000000000001,3.4147800000000004,-28.121051858698397,32023.359378009503,35587.1622693544,52.3131450576887,65.085866369441,26688.536005115897,29073.9379296006,5016.54078950048,6112.6592809430895,-1.95891557068773,-1.54688754525294
10,11,11,0.993333333333333,3.4279300000000004,51.1909834207426,32082.377601368502,35587.1622693544,53.107876415616,65.085866369441,27081.0969908695,29073.9379296006,5061.65901316299,6112.6592809430895,-1.92422249033478,-1.54688754525294
11,12,12,0.992666666666667,3.44058,103.677679920373,32810.4456235868,35587.1622693544,54.350776105076704,65.085866369441,27272.0816141231,29073.9379296006,5126.95756180569,6112.6592809430895,-1.8854748589021102,-1.54688754525294
