,index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
0,1,1,1.0,3.30836,175.585720079375,31126.859727567797,33352.6409398091,44.515660489376,51.652978278605794,28847.4374218945,27357.542683491498,5073.56274650799,5985.032628559799,-2.46496074239115,-1.8008006686884699
1,2,2,0.9995,3.30836,103.336759039853,34511.4085117248,33352.6409398091,50.637137866481396,51.6529782786057,31441.3997417226,27357.542683491498,5088.924358039149,5985.03262855978,-2.18705451598668,-1.80080066868845
2,3,3,0.9990000000000001,3.3212599999999997,71.3183524700687,37895.9572958818,33352.6409398091,56.758615243586796,51.6529782786057,34035.3620615506,27357.542683491498,5104.28596957032,5985.03262855978,-1.9091482895822,-1.80080066868845
3,4,4,0.9985,3.33435,47.86901658969499,41039.538862746296,33352.6409398091,62.74664811670979,51.6529782786057,36517.779832771404,27357.542683491498,5132.60880166099,5985.03262855978,-1.6499671782756102,-1.80080066868845
4,5,5,0.998,3.3471300000000004,63.7296412025455,44183.1204296108,33352.6409398091,68.7346809898328,51.6529782786057,39000.1976039922,27357.542683491498,5160.93163375165,5985.03262855978,-1.39078606696902,-1.80080066868845
5,6,6,0.9975,3.36018,64.3530338851163,47153.2214474571,33352.6409398091,74.5722861333486,51.6529782786057,41322.4642067824,27357.542683491498,5193.88250684216,5985.03262855978,-1.15281336361506,-1.80080066868845
6,7,7,0.997,3.37371,39.2305522893745,50123.3224653034,33352.6409398091,80.4098912768644,51.6529782786057,43644.7308095727,27357.542683491498,5226.83337993266,5985.03262855978,-0.914840660261098,-1.80080066868845
7,8,8,0.9965,3.3867800000000003,80.73269166841591,53563.3965792804,33352.6409398091,86.7880319096092,51.6529782786057,46339.5418996624,27357.542683491498,5249.61513727572,5985.03262855978,-0.665035254890147,-1.80080066868845
8,9,9,0.996,3.39992,79.9415084392142,57003.470693257404,33352.6409398091,93.16617254235389,51.6529782786057,49034.3529897521,27357.542683491498,5272.39689461877,5985.03262855978,-0.41522984951919606,-1.80080066868845
9,10,10,0.9955,3.41278,53.0954342529729,60167.1619902029,33352.6409398091,99.848992920532,51.6529782786057,52384.1914861091,27357.542683491498,5302.394171570089,5985.03262855978,-0.178098146415065,-1.80080066868845
10,11,11,0.995,3.42556,46.823427581242505,63330.8532871484,33352.6409398091,106.53181329871,51.6529782786057,55734.029982465996,27357.542683491498,5332.3914485214,5985.03262855978,0.0590335566890646,-1.80080066868845
11,12,12,0.9945,3.4385800000000004,46.6912279082021,62757.506328307005,33352.6409398091,108.34138640168699,51.6529782786057,56025.0874681496,27357.542683491498,5376.62883701541,5985.03262855978,0.0910803357950843,-1.80080066868845
12,13,1,0.9940000000000001,3.45137,191.28701519791198,62184.159369465495,33352.6409398091,110.15095950466299,51.6529782786057,56316.1449538332,27357.542683491498,5420.8662255094205,5985.03262855978,0.123127114901104,-1.80080066868845
13,14,2,0.9935,3.4642,336.45903051637697,59762.523611061,33352.6409398091,110.45120351427,51.6529782786057,54039.674421562,27357.542683491498,5458.42531405695,5985.03262855978,0.116855805044139,-1.80080066868845
14,15,3,0.993,3.47674,176.5290846034,57340.8878526565,33352.6409398091,110.75144752387699,51.6529782786057,51763.2038892909,27357.542683491498,5495.98440260447,5985.03262855978,0.11058449518717499,-1.80080066868845
15,16,4,0.9925,3.49004,80.93432090841371,55216.689069067805,33352.6409398091,109.78976738674801,51.6529782786057,50050.10863045519,27357.542683491498,5487.69381739625,5985.03262855978,0.0968256312710377,-1.80080066868845
16,17,5,0.992,3.5026900000000003,82.87151197866659,53092.4902854791,33352.6409398091,108.828087249618,51.6529782786057,48337.0133716196,27357.542683491498,5479.4032321880295,5985.03262855978,0.0830667673549006,-1.80080066868845
17,18,6,0.9915,3.51557,76.6501175219068,49525.5587310633,33352.6409398091,104.59613703028299,51.6529782786057,45534.532169000995,27357.542683491498,5435.823376376679,5985.03262855978,-0.0203399794588775,-1.80080066868845
18,19,7,0.991,3.5287599999999997,80.68217552800441,45958.6271766476,33352.6409398091,100.36418681094801,51.6529782786057,42732.0509663825,27357.542683491498,5392.243520565329,5985.03262855978,-0.12374672627265598,-1.80080066868845
19,20,8,0.9905,3.5415099999999997,77.6015293374915,43983.832590324404,33352.6409398091,97.4271625783975,51.6529782786057,40114.1500820633,27357.542683491498,5357.48285126871,5985.03262855978,-0.207889466311,-1.80080066868845
20,21,9,0.99,3.5546900000000003,56.6974584827311,42009.0380040013,33352.6409398091,94.4901383458475,51.6529782786057,37496.249197744,27357.542683491498,5322.72218197208,5985.03262855978,-0.292032206349344,-1.80080066868845
21,22,10,0.9895,3.5676300000000003,37.5253617372772,43635.4045957044,33352.6409398091,96.27143850399929,51.6529782786057,38162.6784394346,27357.542683491498,5281.452192092271,5985.03262855978,-0.251525449644522,-1.80080066868845
22,23,11,0.9890000000000001,3.5807300000000004,48.333595128411,45261.7711874076,33352.6409398091,98.05273866215109,51.6529782786057,38829.1076811251,27357.542683491498,5240.18220221245,5985.03262855978,-0.21101869293969897,-1.80080066868845
23,24,12,0.9885,3.59344,49.2380847435122,46822.585456941204,33352.6409398091,99.68167915939951,51.6529782786057,40803.0404607151,27357.542683491498,5189.11716587863,5985.03262855978,-0.19321678872097198,-1.80080066868845
24,25,1,0.988,3.60583,52.2090700314886,48383.3997264748,33352.6409398091,101.310619656648,51.6529782786057,42776.973240305095,27357.542683491498,5138.052129544821,5985.03262855978,-0.175414884502245,-1.80080066868845
25,26,2,0.9875,3.61895,239.427014032513,49421.4007452351,33352.6409398091,102.136746697517,51.6529782786057,43866.7554826974,27357.542683491498,5087.25900299284,5985.03262855978,-0.164532119860299,-1.80080066868845
26,27,3,0.987,3.6317,275.545342084686,50459.4017639954,33352.6409398091,102.96287373838601,51.6529782786057,44956.5377250898,27357.542683491498,5036.4658764408705,5985.03262855978,-0.153649355218354,-1.80080066868845
27,28,4,0.9865,3.6447,150.367730638274,50715.232550191904,33352.6409398091,104.378479199864,51.6529782786057,45187.7901902996,27357.542683491498,5035.23576690193,5985.03262855978,-0.0825627329123731,-1.80080066868845
28,29,5,0.986,3.6573300000000004,89.703429588557,50971.0633363885,33352.6409398091,105.794084661342,51.6529782786057,45419.0426555094,27357.542683491498,5034.00565736299,5985.03262855978,-0.0114761106063925,-1.80080066868845
29,30,6,0.9855,3.67004,79.4485549633145,47753.6962035041,33352.6409398091,102.910411123369,51.6529782786057,43453.1165362924,27357.542683491498,5083.69377703386,5985.03262855978,-0.071551497093847,-1.80080066868845
30,31,7,0.985,3.6829199999999997,56.7544507931269,44536.3290706198,33352.6409398091,100.026737585397,51.6529782786057,41487.1904170754,27357.542683491498,5133.38189670472,5985.03262855978,-0.13162688358130098,-1.80080066868845
31,32,8,0.9845,3.6959,75.9501177075638,39618.3862038852,33352.6409398091,91.2366649566723,51.6529782786057,37662.215229298396,27357.542683491498,5201.19935164442,5985.03262855978,-0.416815439953503,-1.80080066868845
32,33,9,0.9840000000000001,3.70875,64.6253918254307,34700.4433371507,33352.6409398091,82.4465923279477,51.6529782786057,33837.2400415215,27357.542683491498,5269.01680658411,5985.03262855978,-0.7020039963257049,-1.80080066868845
33,34,10,0.9835,3.72214,51.1467958001466,31119.2261294578,33352.6409398091,73.1667844130672,51.6529782786057,29888.1112061369,27357.542683491498,5333.08056847339,5985.03262855978,-1.0453871568231,-1.80080066868845
